time_in_2012,time_in_2013,time_in_2014,time_in_2015,AGE,GENDER,id
18492,17733,18523,17535,37,1,762
13889,14814,15313,14390,27,1,763
13912,13768,12991,14804,47,1,764
12435,12057,12152,12621,44,1,765
18350,18989,18306,18366,34,-1,766
13342,13416,14304,12853,27,-1,767
21054,20609,20807,21600,0,0,768
18141,17067,17143,17770,37,1,769
16408,15036,14180,15467,49,1,770
19265,19279,17365,18701,32,1,771
20270,19885,20324,19473,42,1,772
12464,12044,13835,12781,22,1,773
24056,22600,22531,23333,62,1,774
12477,13910,12093,12999,26,1,775
14923,11358,17968,15006,33,-1,776
14058,14854,15081,15271,50,-1,777
12711,12944,13363,12032,42,1,778
17285,16820,17594,16262,23,1,779
18955,19765,18316,21799,45,1,780
22059,21159,21672,20438,21,1,781
16764,16577,18000,17338,27,-1,782
12427,11893,16032,16627,32,1,783
23827,23442,24208,24621,52,1,784
17384,16725,17866,17562,37,-1,785
21083,23272,21043,20474,33,1,786
13331,18383,14307,16407,36,1,787
13441,16149,20525,16706,25,1,788
18770,19540,20078,18465,27,1,789
14685,13862,19307,16877,55,1,790
15006,15932,14845,16024,21,-1,791
13962,11752,14418,12787,26,1,792
14654,15460,14868,14092,32,1,793
15658,18771,16444,17942,34,-1,794
13649,13756,12429,14810,46,1,795
18230,18222,19034,17401,57,1,796
10381,9827,9807,9105,36,1,797
16948,16153,17310,15757,33,1,798
20408,18643,20537,17966,42,1,799
12354,13300,13509,13036,36,1,800
15324,13090,18602,16089,26,-1,801
19457,19488,19376,19747,47,-1,802
14560,15608,14582,12411,53,-1,803
15693,17656,12257,14348,25,1,804
13051,13535,13229,12483,35,-1,805
21220,20358,21382,20730,33,-1,806
18149,20183,19660,20616,36,-1,807
17348,16357,16186,16418,32,1,808
21466,22154,21760,21533,37,1,809
16368,15567,16958,15843,42,-1,810
16596,11333,16336,21806,36,1,811
14866,16148,16627,15300,47,1,812
12050,11703,11064,10581,37,1,813
12677,13802,12765,12913,26,1,814
17418,13789,21600,17368,43,1,815
16623,16122,16658,17445,42,1,816
20332,21070,21697,21977,20,1,817
17053,14214,20320,18366,27,1,818
17801,17863,17752,16997,52,1,819
17884,18582,18878,19569,39,1,820
16085,17357,22418,19201,40,-1,821
13523,11795,13765,13404,46,1,822
16344,16741,15858,16373,52,1,823
17247,17500,17287,16326,61,1,824
11546,12167,12751,13219,32,1,825
10148,9766,9305,10792,32,1,826
14056,12900,14186,13745,52,1,827
11328,12332,13021,11041,42,1,828
18465,19448,18418,19464,37,-1,829
14856,15171,13792,13973,42,1,830
20580,20459,20307,20189,21,-1,831
12665,11777,12936,11473,37,-1,832
24116,24708,23191,24742,27,1,833
18000,15545,18505,21331,57,1,834
15696,16846,16117,16878,42,-1,835
16244,16998,16026,16582,27,1,836
17459,17411,16370,15990,32,1,837
14828,14593,15022,14233,27,1,838
18279,17783,18581,17316,27,-1,839
14826,15684,16058,15206,21,1,840
15653,12834,15374,15163,48,1,841
10308,11759,10795,11200,32,1,842
18881,19079,19633,18608,28,1,843
18055,16193,18070,18083,24,1,844
16955,17177,17902,17209,32,1,845
21812,21600,21711,21357,65,1,846
15350,15632,15904,16029,57,1,847
13944,13191,12891,14089,52,1,848
18743,20077,19389,19023,27,1,849
14417,15465,13845,13879,37,1,850
23884,23866,24180,24217,47,-1,851
16000,15834,15473,15611,53,1,852
18156,18096,18486,18616,21,1,853
16273,19034,17337,17771,32,1,854
11714,11699,12429,11327,26,1,855
19599,20174,18740,20399,32,1,856
22298,13802,21600,19321,28,1,857
15731,13669,14374,13975,40,1,858
19557,18514,17991,19448,57,1,859
15715,15868,15064,15987,21,1,860
11876,11905,12457,11167,63,1,861
18033,18953,16263,17557,35,1,862
19589,18622,19426,18152,47,1,863
19244,15947,21600,17874,57,1,864
18786,19373,17819,19118,32,1,865
12407,12891,13069,13133,21,1,866
12957,13659,14121,12775,37,1,867
20207,20549,20327,20881,47,1,868
22067,22548,21423,21600,21,1,869
15334,17396,18693,17670,26,1,870
18461,18248,17471,18579,27,-1,871
23997,23925,23844,24689,42,-1,872
12654,21600,15104,13028,45,-1,873
11542,14658,14733,13563,44,-1,874
14574,13885,14553,14612,25,-1,875
13299,12979,12705,13389,42,-1,876
17414,18445,17437,18066,27,1,877
22233,21600,21144,21600,37,-1,878
22475,21141,21999,21600,32,1,879
14528,13926,14372,13785,42,1,880
15255,15391,14865,15505,52,-1,881
16481,16582,17087,19044,40,1,882
16548,17452,17565,18183,39,-1,883
15297,14357,14554,14648,37,1,884
15014,17130,22577,18421,37,1,885
12952,17266,15462,14268,26,1,886
15329,15690,14358,14366,37,1,887
13645,15053,14651,15064,27,1,888
15482,15797,17107,16644,42,1,889
19321,20069,19178,18644,13,-1,890
16609,16441,16762,16681,42,1,891
15724,16710,15587,15887,37,-1,892
21466,21487,21203,20265,62,1,893
12830,17623,14834,16070,52,1,894
16033,15731,15380,15714,42,-1,895
14725,13068,13363,14195,35,1,896
14825,14714,15580,15674,37,1,897
15770,18314,13794,14697,45,1,898
14493,12911,14650,14675,29,1,899
17129,17643,18525,18714,42,1,900
17063,16227,17135,17327,41,1,901
22142,21543,21131,22061,21,1,902
13493,17197,15813,21600,32,1,903
18954,16244,18930,20275,47,-1,904
18332,17683,17613,18485,47,-1,905
14353,13780,14989,14423,21,1,906
10853,11089,11266,11576,27,1,907
13250,13768,14503,14124,50,1,908
13032,12288,11998,12478,42,1,909
11886,12501,13580,12822,42,1,910
24689,24585,25152,24104,27,1,911
13043,13805,13913,13329,37,1,912
19679,19056,19643,19274,27,-1,913
19751,19899,18355,18566,32,-1,914
17883,16964,17506,16998,47,-1,915
21446,21640,21716,21922,27,1,916
19104,21600,18620,20437,33,-1,917
13228,13218,21600,21600,49,1,918
18344,19447,17574,19108,44,-1,919
15131,21600,17929,18088,33,-1,920
15984,15699,15583,16130,37,-1,921
28121,28914,29125,28645,47,1,922
17282,16623,17115,18084,57,1,923
12776,17257,11546,11555,54,1,924
12511,13114,13081,12595,37,1,925
15271,15235,18422,18027,51,1,926
17052,17415,15740,17524,25,-1,927
11996,13207,10291,10538,43,1,928
14375,13535,15224,14699,27,-1,929
15680,15245,14938,15551,42,1,930
19891,20769,18933,19021,57,1,931
13472,13453,12305,12752,21,1,932
12473,15009,12403,21600,43,1,933
16252,16960,15796,17418,37,1,934
14000,13702,13266,13513,52,1,935
14469,15542,13531,13864,43,1,936
22379,21489,21810,21600,52,1,937
22586,22072,22619,23290,32,-1,938
23159,23925,24241,22707,57,1,939
15224,15585,17199,14597,45,1,940
12748,21600,13976,15340,43,1,941
19873,20280,20686,19138,23,-1,942
13087,13805,12024,12470,52,1,943
22187,22980,21303,21528,37,1,944
20852,20000,20911,21092,37,-1,945
10639,10458,10330,10909,21,1,946
13990,14420,14300,13742,27,1,947
18769,20205,20173,19875,54,1,948
16594,16676,16700,17682,21,-1,949
14961,17896,20537,19128,42,-1,950
14644,14236,15337,14988,34,-1,951
12413,12554,12802,12051,47,1,952
18188,16670,19238,20383,31,-1,953
21356,21128,21656,21600,37,1,954
21576,22225,21220,21397,56,1,955
14024,12451,13719,13118,28,1,956
18202,16222,17619,21813,47,-1,957
16775,17147,16855,16286,42,1,958
14708,15413,14699,13841,37,-1,959
15002,15305,15426,15040,22,1,960
14587,15513,15171,14016,37,1,961
25549,24607,25533,25434,5,1,962
23445,23785,23781,22696,32,-1,963
16361,17159,18108,15734,21,1,964
12304,12061,11589,11850,46,1,965
13436,17654,21600,21600,50,1,966
15613,14631,14990,14642,44,1,967
15475,15266,14250,15561,37,1,968
15162,14698,15719,15238,47,1,969
18140,16952,17236,18105,52,-1,970
23344,22479,22916,22753,32,-1,971
17948,18516,17627,18621,27,-1,972
20075,20616,19744,19207,21,-1,973
15834,16197,16134,16188,32,1,974
15288,16289,16336,15205,32,-1,975
15843,16715,15746,15971,36,1,976
15583,13596,12689,14107,54,1,977
19837,18356,19276,19004,27,1,978
18299,19071,17859,18741,32,-1,979
18427,17338,19000,18545,42,-1,980
16768,16193,15560,16858,44,1,981
14309,17366,15583,16777,57,1,982
22393,21673,22755,21838,47,1,983
14089,16089,12926,13874,22,1,984
17002,17227,16971,16934,32,-1,985
13005,13627,13120,11897,24,1,986
22233,23225,23167,22657,42,-1,987
12786,13271,14537,14554,19,1,988
14248,15027,14359,15329,36,-1,989
18981,19471,19997,19520,21,-1,990
11111,10988,12204,11180,47,1,991
12721,15429,15839,14710,21,1,992
12410,12493,12239,11454,32,1,993
11556,10905,12108,12486,37,1,994
19765,18736,19370,20091,52,-1,995
16660,16715,17690,17496,42,1,996
18399,17354,18799,18218,27,1,997
20064,19568,19713,20538,27,-1,998
20558,19834,20830,20209,42,1,999
20030,19404,19251,18645,47,1,1000
25974,26545,24887,26485,27,1,1001
14483,15218,14939,13756,21,-1,1002
14652,13581,12777,15050,54,-1,1003
10053,10075,10219,14659,24,1,1004
16973,17864,16361,16778,46,-1,1005
19117,18724,18548,17962,70,1,1006
15333,17936,17075,13549,54,-1,1007
13093,14528,14803,14129,32,-1,1008
15405,15158,21600,18100,26,1,1009
12038,12486,11624,12124,37,1,1010
14228,14179,19049,16821,36,1,1011
16405,15629,16802,15814,47,1,1012
12772,21600,17739,16826,27,1,1013
16839,18174,16518,18304,42,-1,1014
23451,24903,24674,24045,52,-1,1015
22212,21962,21539,22649,32,-1,1016
18869,19594,20478,23242,43,1,1017
18332,16778,18017,16253,34,1,1018
17532,17808,16751,16993,23,1,1019
12154,12017,16605,13839,33,1,1020
19223,21600,19228,17870,37,1,1021
12250,12817,12734,12168,42,1,1022
16800,15934,17528,17376,42,1,1023
13693,13651,13114,12943,48,1,1024
18220,18507,18357,18982,36,1,1025
14244,15057,14303,15019,46,1,1026
15032,15540,16644,14710,53,1,1027
15101,14885,14619,14692,34,1,1028
18297,18151,17396,17792,37,-1,1029
17915,14344,15418,21600,37,1,1030
15656,14468,16099,15153,57,-1,1031
16325,15706,16336,16909,52,1,1032
14326,13147,13492,13674,32,-1,1033
16942,16876,16309,17750,37,1,1034
15791,14721,16437,15628,46,1,1035
17166,16226,16747,15827,36,0,1036
22858,22880,21751,22663,62,-1,1037
21549,22806,21977,21528,52,1,1038
16230,14968,15816,15271,27,1,1039
16522,15497,15480,16425,47,-1,1040
11054,12523,11620,12374,36,1,1041
14902,16349,16050,16002,52,-1,1042
18141,18471,18601,18175,21,1,1043
22041,21670,20862,21600,52,1,1044
14904,12245,12738,12453,34,1,1045
16244,15417,17017,15590,47,1,1046
10969,10101,9641,11122,32,1,1047
19055,15678,21855,19825,31,1,1048
16442,21600,16067,14827,45,1,1049
14497,15228,15817,15335,26,1,1050
18383,17186,18712,17630,32,1,1051
20895,20090,20230,21074,47,1,1052
11029,15527,12255,13686,46,1,1053
16984,17138,16019,16383,44,1,1054
13961,15162,14633,13977,52,1,1055
20137,20797,21372,21267,21,-1,1056
12239,12078,11447,12749,61,1,1057
12819,13616,12709,11856,32,1,1058
16267,16964,15564,16216,32,1,1059
15948,16613,16694,16332,44,1,1060
11186,11259,11091,12144,42,1,1061
20114,20535,19216,20730,57,1,1062
17268,16930,16456,16917,57,1,1063
10774,11146,10802,10836,47,1,1064
20790,20049,20457,21073,47,1,1065
17195,15959,17158,16799,21,1,1066
14534,14886,14648,13563,32,-1,1067
14066,14129,14117,13398,37,1,1068
14239,13472,14428,13824,21,1,1069
24169,25163,25250,24203,57,1,1070
18207,18495,17098,17462,42,1,1071
23407,23420,22816,24257,37,-1,1072
19330,20145,19157,20282,27,1,1073
14332,15332,15730,14458,34,1,1074
17064,15927,16313,16955,21,-1,1075
23280,23438,21600,22498,35,-1,1076
17491,16588,18520,17590,39,1,1077
14451,14505,13002,13346,32,1,1078
12544,16567,14049,14489,35,1,1079
12194,14495,21600,16160,31,1,1080
16039,17443,15962,16649,32,1,1081
21610,21600,21206,22293,42,1,1082
20852,22439,22307,21864,42,-1,1083
16094,16134,15793,16065,27,-1,1084
19095,19541,18282,18936,21,1,1085
16533,16466,14527,18760,56,-1,1086
14758,14544,17747,15111,36,-1,1087
24329,24966,24761,25736,32,-1,1088
17413,17471,16290,18171,37,1,1089
20975,20172,21077,20071,21,1,1090
15220,14984,15431,15420,26,-1,1091
13965,15313,15022,14647,37,1,1092
14857,14270,14011,13597,27,1,1093
18130,19052,19399,19088,47,-1,1094
17781,19301,17597,18447,42,-1,1095
17170,17830,20380,15836,52,1,1096
16220,15192,15677,15298,32,1,1097
13674,14664,14074,13521,27,-1,1098
17301,15667,18488,16820,55,1,1099
18402,18768,17884,17785,21,1,1100
16910,13979,15315,17845,29,-1,1101
17650,18270,16817,16527,44,-1,1102
24977,23976,24019,24384,52,-1,1103
12218,13113,12189,12095,37,1,1104
13751,13871,14164,13774,37,1,1105
13448,16279,15981,21600,58,1,1106
17891,17674,17308,16600,32,1,1107
15889,15230,14987,16113,42,1,1108
9988,9365,10243,10750,32,1,1109
12938,12813,13666,12587,27,1,1110
17018,16595,16815,16733,37,-1,1111
11161,16323,12871,13741,42,1,1112
15396,14458,15689,16280,43,1,1113
12182,13538,12000,13160,21,1,1114
13152,13587,12661,12325,32,1,1115
10652,15886,18215,15188,26,1,1116
20356,20626,20775,21220,42,1,1117
22076,17806,24985,21154,29,1,1118
16747,16606,17929,16909,37,1,1119
14621,14969,17543,16806,68,1,1120
21559,19696,22572,20234,36,1,1121
13864,13041,12606,13211,42,1,1122
15219,14095,15366,13743,52,-1,1123
14184,13026,14738,14177,16,1,1124
15319,14504,14281,18307,45,-1,1125
20726,21246,21271,21600,27,-1,1126
12721,12793,13256,13185,42,1,1127
13103,13886,14741,13919,26,1,1128
10564,11512,11713,11047,47,1,1129
20300,18848,19641,20587,27,1,1130
18564,14008,12993,13134,54,1,1131
13265,12346,13696,13502,54,1,1132
14912,13767,14217,14681,21,1,1133
15560,18388,16072,15756,53,-1,1134
18171,17965,19464,17322,30,-1,1135
17051,15253,15678,15644,52,-1,1136
12938,13509,14268,13079,32,1,1137
14182,14270,14365,13252,42,1,1138
11992,12033,11389,12775,32,1,1139
21343,22004,21695,21456,37,-1,1140
15794,15780,16907,16330,42,-1,1141
15637,14029,13862,14658,54,1,1142
16220,16071,17042,17409,47,-1,1143
15994,15935,16615,16613,34,1,1144
11965,12740,13756,13649,47,1,1145
15959,16932,15584,15982,21,1,1146
10736,12850,10559,9664,22,1,1147
20641,16658,21600,25658,23,1,1148
18948,17481,18580,17899,32,-1,1149
21133,21850,21202,22041,21,1,1150
13052,13759,12287,12205,32,1,1151
13529,14156,14311,13196,33,1,1152
16861,17593,16155,17523,47,1,1153
24741,25174,24486,25077,0,0,1154
14843,17732,16919,16064,43,1,1155
20940,20028,19325,20097,42,1,1156
15821,14002,14625,15515,44,1,1157
11451,11287,12692,12575,42,1,1158
14800,19569,17334,17957,43,1,1159
14530,13536,14135,13709,32,1,1160
16332,13772,17136,20136,44,1,1161
14250,13225,14320,21600,46,-1,1162
20866,21579,21374,19983,27,1,1163
13247,14482,14427,14423,52,1,1164
11707,12749,11283,12597,35,1,1165
13865,14370,13991,13190,32,1,1166
11507,14910,12010,12425,34,1,1167
14581,15844,15145,14402,21,1,1168
14208,15622,13738,11652,41,1,1169
23273,22443,23154,23721,21,1,1170
19680,19246,19587,18639,32,1,1171
14516,14631,14254,13869,52,1,1172
20711,20199,21072,19892,37,1,1173
15109,13844,14024,14572,42,-1,1174
22988,22172,23058,22253,32,1,1175
25287,25326,25795,24436,37,-1,1176
13922,14729,14137,14386,57,1,1177
16239,15947,17079,16164,16,1,1178
14318,13788,15060,15139,32,1,1179
21333,22044,20257,20906,62,1,1180
18200,17001,16658,18333,47,1,1181
17251,18308,17667,17252,21,-1,1182
16501,17104,16290,16445,27,-1,1183
17142,17077,16173,17640,21,1,1184
18205,17425,17879,17542,37,1,1185
15992,18538,19331,18410,40,1,1186
13047,14095,13685,13932,37,1,1187
25249,25740,24674,25910,27,1,1188
15643,16935,16217,18720,42,-1,1189
13114,13095,12346,11717,27,1,1190
19536,19157,18300,18469,25,-1,1191
15203,13956,14457,14998,47,1,1192
12806,13178,13275,13303,32,1,1193
15583,18966,17386,21600,20,-1,1194
14564,13945,13843,15354,27,-1,1195
10923,10823,12075,12114,27,1,1196
15632,15492,15146,14999,62,1,1197
13248,12335,13735,13023,27,1,1198
20897,21735,20215,21600,41,1,1199
19107,19501,21600,14416,42,-1,1200
15497,14626,15410,16304,27,-1,1201
11432,10578,11238,10629,46,1,1202
13699,16840,21600,17400,43,1,1203
13631,14498,14643,14695,36,1,1204
13537,12784,13721,12577,27,1,1205
21106,21551,21273,21095,56,1,1206
13833,13411,12841,12948,37,-1,1207
13424,14839,14890,13242,36,1,1208
13418,12225,11870,12573,27,1,1209
21648,21809,20525,20341,27,1,1210
18019,17225,18174,18639,27,-1,1211
13810,14240,14762,13490,57,1,1212
16395,18853,16994,18175,35,1,1213
17280,17441,16866,16257,45,1,1214
13548,12485,12566,11936,23,1,1215
17508,18531,16991,17816,62,1,1216
17139,18449,18297,18090,52,1,1217
15607,14854,14338,14483,34,-1,1218
15576,14013,14118,13645,34,1,1219
14778,14517,15321,14469,42,1,1220
12306,12417,19088,14305,22,1,1221
15380,15623,17745,19521,41,1,1222
14452,14923,14353,15505,27,-1,1223
11857,11516,10729,20524,33,1,1224
19236,19832,19226,19784,27,-1,1225
16552,16272,16453,16864,28,1,1226
13502,13439,13715,14397,27,-1,1227
15073,15284,16287,14510,27,-1,1228
13353,12996,11637,13527,11,1,1229
14361,13812,13342,15431,42,1,1230
21334,20737,20959,22097,47,-1,1231
14738,13996,14310,14203,37,1,1232
18207,15821,19628,18256,34,-1,1233
20256,19645,20321,20087,67,1,1234
18112,16275,18548,18627,50,-1,1235
13937,12606,13990,13564,34,-1,1236
16958,16094,16726,16459,54,1,1237
16751,17197,17707,16270,37,1,1238
12947,12419,12429,12021,36,-1,1239
20616,19613,20497,19650,42,-1,1240
11839,11641,12031,10769,21,1,1241
11869,12419,12763,12367,27,1,1242
16637,15891,16741,16227,32,-1,1243
18009,19546,18765,18519,44,1,1244
20349,20709,19166,19568,37,-1,1245
14735,13669,15690,17464,21,1,1246
14056,12728,14362,13499,60,1,1247
16296,15845,18564,21053,40,-1,1248
21435,23027,21159,22585,32,1,1249
13003,13275,12295,13349,42,1,1250
20835,20263,22074,21919,37,1,1251
19436,18726,20036,19381,42,1,1252
13479,12767,12389,11970,45,1,1253
10772,11949,10411,11520,37,1,1254
18795,13953,21364,17963,49,1,1255
9576,10444,9255,10674,32,1,1256
22694,21334,21995,22808,47,-1,1257
18073,18829,20753,18888,36,-1,1258
12900,14775,14319,12742,46,1,1259
15265,17167,13112,15276,44,1,1260
10763,10227,11855,10714,22,-1,1261
20100,21460,21194,20750,47,1,1262
12780,12720,13258,13912,47,1,1263
17030,18437,16543,17674,37,-1,1264
14705,15240,17875,21600,27,1,1265
14389,14957,13230,13808,44,1,1266
21999,21454,21692,21022,42,1,1267
11111,11085,10441,11607,37,-1,1268
15900,16264,15811,16578,44,-1,1269
19824,18008,19490,18161,36,1,1270
12536,12453,13671,13851,37,1,1271
11632,12441,12249,12716,32,1,1272
21966,21607,22708,22670,52,1,1273
16603,16403,17322,16744,47,1,1274
17945,18951,17439,18343,24,1,1275
12737,12193,13558,12322,42,1,1276
12131,13675,14025,12991,27,-1,1277
19906,20205,19415,20912,52,1,1278
14193,15869,15739,15184,22,1,1279
24293,24622,24369,23406,52,-1,1280
13968,14758,13337,13621,42,1,1281
12175,12808,13663,12567,42,1,1282
22411,21593,22271,21600,42,1,1283
13862,12826,12712,14156,35,1,1284
15021,14306,14976,14910,27,1,1285
14946,14040,15562,14253,52,1,1286
17520,18053,16612,17209,36,1,1287
17519,18110,18415,17504,27,1,1288
15037,12606,13503,12395,34,1,1289
20554,20176,23983,16071,53,1,1290
14907,16977,20504,18029,54,1,1291
16174,14882,15924,15118,33,1,1292
23385,23857,23491,23048,31,-1,1293
15998,15840,16651,15545,47,1,1294
18009,17545,19435,20121,37,1,1295
15878,15979,17583,17207,61,1,1296
17495,16671,16811,17751,37,-1,1297
12810,13170,13587,14348,42,1,1298
11382,12605,12631,12386,42,1,1299
13824,13962,13077,12559,42,1,1300
21421,18317,23187,21976,30,1,1301
12212,13387,12111,12352,42,1,1302
15697,16916,15734,16089,37,-1,1303
15086,14623,14181,16912,57,1,1304
19361,18424,21600,21600,60,1,1305
20087,20514,19296,19529,37,1,1306
17893,17012,16670,17424,24,1,1307
13898,14222,15527,14986,27,1,1308
16007,16363,15280,16168,46,1,1309
18519,18148,19294,17539,32,-1,1310
12767,12767,12198,12831,32,1,1311
18150,19101,18844,18686,42,1,1312
13812,13787,13988,13104,55,1,1313
11581,15985,16888,21740,43,1,1314
16477,16484,16497,16066,52,1,1315
18629,19422,18027,18306,47,-1,1316
14283,15054,15255,14366,52,1,1317
15968,16798,14528,15376,24,-1,1318
14559,15115,14256,13453,43,1,1319
12962,11939,12357,13280,47,1,1320
14621,13303,17836,17286,26,1,1321
17738,17333,18264,18843,34,-1,1322
13044,16853,15157,15971,51,1,1323
16274,15072,16330,15174,54,1,1324
13814,13438,14339,14706,24,1,1325
11921,11833,10573,10919,24,1,1326
15942,18055,18727,20501,29,1,1327
10721,11388,11691,10801,32,1,1328
12262,13063,13054,13708,27,1,1329
15110,15208,14353,15481,21,1,1330
16179,15478,16683,17093,37,1,1331
16799,15920,17378,17258,23,-1,1332
18961,19535,18047,18112,37,1,1333
12149,10210,10217,12455,32,1,1334
19909,19544,19278,19006,27,1,1335
12726,13500,12928,12972,52,1,1336
14540,15539,14220,15540,42,1,1337
16666,15964,15949,16455,34,-1,1338
15547,15004,15646,14866,36,1,1339
14428,14979,13975,14397,42,1,1340
17536,18696,17166,18020,21,-1,1341
17312,18056,16724,17280,52,1,1342
15171,15529,15591,16147,21,1,1343
12039,11692,11088,12289,42,1,1344
