Id,Gender,avg(Age),avg(AvgTime)
905,F,47.0000,17683.000000000
906,M,21.0000,13780.000000000
907,M,27.0000,11089.000000000
908,M,49.5000,13946.000000000
909,M,42.0000,13032.000000000
910,M,42.0000,12822.000000000
911,M,27.0000,24104.000000000
913,F,27.0000,19274.000000000
914,F,32.0000,18566.000000000
915,F,47.0000,16998.000000000
916,M,27.0000,21922.000000000
917,F,33.6667,19613.666666666
918,M,49.0000,18249.200000000
919,F,42.0000,19358.000000000
920,F,32.0000,17845.500000000
921,F,37.0000,15699.000000000
922,M,47.0000,28645.000000000
923,M,57.0000,18084.000000000
924,M,52.0000,12776.000000000
925,M,37.0000,12595.000000000
926,M,50.7500,17599.250000000
927,F,25.0000,15099.000000000
928,M,42.2857,12796.142857142
929,F,27.0000,14699.000000000
930,M,42.0000,15551.000000000
931,M,57.0000,21357.000000000
932,M,21.0000,12888.500000000
933,M,41.8333,15401.000000000
934,M,37.0000,17418.000000000
935,M,52.0000,13513.000000000
936,M,42.6667,15030.333333333
937,M,52.0000,21600.000000000
938,F,32.0000,23290.000000000
939,M,57.0000,24241.000000000
940,M,44.5000,15898.000000000
941,M,42.0000,16270.333333333
942,F,22.5000,16920.000000000
943,M,52.0000,12470.000000000
944,M,37.0000,21528.000000000
945,F,37.0000,21092.000000000
946,M,21.0000,10909.000000000
947,M,27.0000,14420.000000000
948,M,53.0000,16857.000000000
949,F,21.0000,17682.000000000
950,F,42.0000,16330.000000000
951,F,33.0000,14988.500000000
952,M,47.0000,12413.000000000
953,F,25.5000,19360.000000000
954,M,37.0000,21600.000000000
955,M,55.5000,19347.500000000
956,M,36.6667,12873.666666666
957,F,46.0000,18171.750000000
958,M,42.0000,16286.000000000
959,F,37.0000,13841.000000000
960,M,21.5000,15172.500000000
961,M,37.0000,15513.000000000
963,F,32.0000,22696.000000000
964,M,21.0000,16921.000000000
965,M,45.5000,11719.500000000
966,M,48.7143,18276.714285714
967,M,42.6667,15672.666666666
968,M,37.0000,15561.000000000
969,M,47.0000,15238.000000000
970,F,52.0000,18105.000000000
971,F,32.0000,22479.000000000
972,F,27.0000,17627.000000000
973,F,21.0000,19744.000000000
974,M,32.0000,16134.000000000
975,F,32.0000,16336.000000000
976,M,35.5000,15746.000000000
977,M,52.6667,15085.666666666
978,M,27.0000,19004.000000000
979,F,32.0000,18741.000000000
980,F,42.0000,18545.000000000
981,M,42.0000,10787.000000000
982,M,57.0000,16347.000000000
983,M,47.0000,21838.000000000
984,M,21.0000,15174.000000000
985,F,32.0000,16971.000000000
986,M,24.0000,12762.000000000
987,F,42.0000,23167.000000000
988,M,18.5000,13661.500000000
989,F,35.5000,14248.500000000
990,F,21.0000,19997.000000000
991,M,47.0000,11111.666666666
992,M,21.0000,14280.000000000
993,M,32.0000,12410.000000000
994,M,37.0000,12486.000000000
995,F,52.0000,20091.000000000
996,M,42.0000,17690.500000000
997,M,27.0000,18218.000000000
998,F,27.0000,19713.000000000
999,M,42.0000,20830.000000000
1000,M,47.0000,19251.000000000
1001,M,27.0000,24887.000000000
1002,F,21.0000,14939.000000000
1003,F,52.0000,15050.000000000
1004,M,24.8000,12415.600000000
1005,F,47.0000,18074.000000000
1006,M,70.0000,18548.000000000
1007,F,53.3750,17197.500000000
1008,F,32.0000,14129.000000000
1009,M,27.0000,17234.833333333
1010,M,37.0000,12124.000000000
1011,M,36.0000,15818.666666666
1012,M,47.0000,15814.000000000
1013,M,27.0000,12772.000000000
1014,F,42.0000,17729.000000000
1015,F,52.0000,24045.000000000
1016,F,32.0000,21539.000000000
1017,M,43.6667,20863.000000000
1018,M,33.0000,17135.000000000
1019,M,21.0000,18638.000000000
1020,M,33.2000,14108.400000000
1021,M,37.0000,19735.000000000
1022,M,42.0000,12250.000000000
1023,M,42.0000,17376.000000000
1024,M,45.5000,13573.166666666
1025,M,35.5000,17098.000000000
1026,M,46.2500,14868.750000000
1027,M,52.5000,15689.250000000
1028,M,35.3333,16300.000000000
1029,F,37.0000,17792.000000000
1030,M,37.0000,16695.250000000
1031,F,57.0000,15656.000000000
1032,M,52.0000,15706.000000000
1033,F,32.0000,13147.000000000
1034,M,37.0000,17750.000000000
1035,M,45.5000,14720.000000000
1036,M,37.0000,19452.000000000
1037,F,62.0000,22880.000000000
1038,M,52.0000,21977.000000000
1039,M,27.0000,15271.000000000
1040,F,47.0000,16425.000000000
1041,M,37.0000,12600.000000000
1042,F,52.0000,16050.000000000
1043,M,21.0000,18175.000000000
1044,M,52.0000,21600.000000000
1045,M,33.0000,13574.500000000
1046,M,47.0000,15417.000000000
1047,M,32.0000,10969.000000000
1048,M,30.7500,18910.750000000
1049,M,42.0000,17498.000000000
1050,M,27.0000,16397.000000000
1051,M,32.0000,17630.000000000
1052,M,47.0000,20230.000000000
1053,M,46.2500,11464.750000000
1054,M,43.0000,15889.000000000
1055,M,52.0000,13977.000000000
1056,F,21.0000,21267.000000000
1057,M,60.5000,12224.500000000
1058,M,32.0000,12819.000000000
1059,M,32.0000,16216.000000000
1060,M,43.3333,15234.666666666
1061,M,42.0000,12144.000000000
1063,M,57.0000,16917.000000000
1064,M,47.0000,10836.000000000
1065,M,47.0000,20457.000000000
1066,M,21.0000,16577.000000000
1067,F,32.0000,14886.000000000
1068,M,35.6250,13395.000000000
1069,M,21.0000,13472.000000000
1070,M,57.0000,24203.000000000
1071,M,42.0000,17462.000000000
1072,F,37.0000,22816.000000000
1073,M,27.0000,20282.000000000
1074,M,33.0000,14458.000000000
1075,F,21.2500,16404.500000000
1076,M,34.5000,22519.000000000
1077,M,37.0000,19913.666666666
1078,M,32.0000,13346.000000000
1079,M,34.5000,14555.500000000
1080,M,29.4444,16460.111111111
1081,M,32.0000,16649.000000000
1082,M,42.0000,21403.000000000
1083,F,42.0000,21864.000000000
1084,F,27.0000,16065.000000000
1085,M,21.0000,18282.000000000
1086,F,57.0000,18760.000000000
1087,F,34.2500,16819.000000000
1088,F,32.0000,24761.000000000
1089,M,37.0000,17471.000000000
1090,M,21.0000,21077.000000000
1091,F,27.0000,15420.000000000
1092,M,37.0000,14647.000000000
1093,M,27.0000,14270.000000000
1094,F,47.0000,19088.000000000
1095,F,42.0000,18447.000000000
1096,M,52.0000,18108.000000000
1097,M,32.0000,15677.000000000
1098,F,27.0000,13521.000000000
1099,M,54.7500,16382.000000000
1100,M,21.0000,17785.000000000
1101,F,28.2500,16552.500000000
1102,F,42.0000,18441.000000000
1104,M,37.0000,12095.000000000
1105,M,37.0000,13871.000000000
1106,M,57.3333,16731.833333333
1107,M,32.0000,17308.000000000
1108,M,42.0000,15230.000000000
1109,M,32.0000,10750.000000000
1110,M,27.0000,12813.000000000
1111,F,37.0000,16595.000000000
1112,M,40.7500,14729.250000000
1113,M,42.6667,15065.333333333
1114,M,21.0000,13160.000000000
1115,M,32.0000,13152.000000000
1116,M,33.6667,17963.000000000
1117,M,42.0000,21220.000000000
1118,M,32.0000,24985.000000000
1119,M,37.0000,16909.000000000
1120,M,68.5000,17967.000000000
1121,M,35.5000,20354.666666666
1122,M,42.0000,13041.000000000
1123,F,52.0000,15219.000000000
1124,M,16.0000,14177.000000000
1125,F,44.7500,16698.250000000
1126,F,27.0000,21600.000000000
1127,M,42.0000,13185.000000000
1128,M,25.5000,13919.000000000
1129,M,47.0000,11512.000000000
1130,M,27.0000,19641.000000000
1131,M,53.2857,14401.714285714
1132,M,53.0000,13299.750000000
1133,M,21.0000,14339.500000000
1134,F,52.4000,16935.200000000
1135,F,29.5000,19464.500000000
1136,F,52.0000,16152.000000000
1137,M,32.0000,12938.000000000
1138,M,42.0000,14270.000000000
1139,M,31.7500,11861.750000000
1140,F,37.0000,21695.000000000
1141,F,42.0000,16330.000000000
1142,M,53.0000,14658.000000000
1143,F,47.0000,16071.000000000
1144,M,33.3333,16614.333333333
1145,M,47.0000,12232.800000000
1146,M,21.0000,15584.000000000
1147,M,21.0000,10923.000000000
1148,M,23.0000,21305.333333333
1149,F,32.0000,17899.000000000
1150,M,21.0000,22041.000000000
1151,M,32.0000,12205.000000000
1152,M,32.0000,14012.500000000
1153,M,47.0000,17523.000000000
1154,M,-1.0000,24486.000000000
1155,M,42.0000,16793.750000000
1156,M,42.0000,20097.000000000
1157,M,43.3333,15214.666666666
1158,M,42.0000,12575.000000000
1159,M,43.1667,15534.833333333
1160,M,32.0000,14135.000000000
1161,M,43.0000,18741.400000000
1162,F,45.3333,14721.500000000
1163,M,27.0000,19983.000000000
1164,M,52.0000,14423.000000000
1165,M,33.5000,12596.750000000
1166,M,32.0000,13190.000000000
1167,M,32.0000,12860.000000000
1168,M,21.0000,15145.000000000
1169,M,40.0000,14209.800000000
1170,M,21.0000,23154.000000000
1171,M,32.0000,18639.000000000
1173,M,37.0000,19892.000000000
1174,F,42.0000,14572.000000000
1175,M,32.0000,22253.000000000
1176,F,37.0000,24436.000000000
1177,M,57.0000,14386.000000000
1178,M,16.0000,16164.000000000
1179,M,32.0000,14318.000000000
1180,M,62.0000,20906.000000000
1181,M,47.0000,17001.000000000
1182,F,21.0000,17667.000000000
1183,F,27.0000,16290.000000000
1184,M,21.0000,17077.000000000
1185,M,37.0000,17542.000000000
1186,M,40.0000,18903.200000000
1187,M,37.0000,13685.000000000
1188,M,27.0000,24674.000000000
1189,F,42.0000,17181.500000000
1190,M,27.0000,13346.000000000
1191,F,25.0000,18187.666666666
1193,M,32.0000,13178.000000000
1194,F,20.2500,19586.250000000
1195,F,27.0000,15354.000000000
1196,M,27.0000,12075.000000000
1197,M,62.0000,14999.000000000
1198,M,27.0000,13023.000000000
1199,M,42.0000,21138.333333333
1200,F,42.0000,14416.000000000
1201,F,27.0000,14626.000000000
1202,M,45.5000,10476.000000000
1203,M,42.0000,21600.000000000
1204,M,35.5000,14695.500000000
1205,M,27.0000,12784.000000000
1207,F,37.0000,12948.000000000
1208,M,36.0000,13871.000000000
1209,M,27.0000,12573.000000000
1210,M,27.0000,20525.000000000
1211,F,27.0000,18639.000000000
1212,M,57.0000,14762.000000000
1213,M,33.6667,17214.666666666
1214,M,43.5000,13957.750000000
1215,M,22.5000,12611.000000000
1216,M,62.0000,17816.000000000
1217,M,52.0000,18297.000000000
1218,F,34.2500,15518.750000000
1219,M,33.0000,14847.000000000
1220,M,42.0000,14469.000000000
1221,M,21.5000,15725.000000000
1222,M,40.3333,18320.333333333
1223,F,27.0000,14353.000000000
1224,M,32.4000,15720.700000000
1225,F,27.0000,19832.000000000
1226,M,25.5000,17335.500000000
1227,F,27.0000,13439.000000000
1228,F,27.0000,15073.000000000
1229,M,21.0000,13527.000000000
1230,M,42.0000,15431.000000000
1231,F,47.0000,20737.000000000
1232,M,37.0000,14203.000000000
1233,F,32.0000,19628.000000000
1234,M,67.0000,20087.000000000
1235,F,49.5000,17451.000000000
1236,F,32.0000,13937.000000000
1237,M,52.0000,18681.000000000
1238,M,37.0000,17707.000000000
1239,F,37.0000,12365.333333333
1240,F,42.0000,19613.000000000
1241,M,21.0000,11839.000000000
1242,M,27.0000,12367.000000000
1243,F,32.0000,16637.500000000
1244,M,42.0000,20934.000000000
1245,F,37.0000,19568.000000000
1246,M,21.0000,15607.666666666
1247,M,58.1250,14916.125000000
1248,F,39.0000,18169.800000000
1249,M,32.0000,22585.000000000
1250,M,42.0000,13349.000000000
1251,M,37.0000,21919.000000000
1252,M,42.0000,19381.000000000
1253,M,45.2000,12896.200000000
1254,M,37.0000,11520.000000000
1255,M,52.0000,21364.000000000
1256,M,32.0000,10674.000000000
1257,F,47.0000,21995.000000000
1258,F,35.5000,19413.000000000
1259,M,45.7143,13997.000000000
1260,M,43.2000,15975.600000000
1261,F,21.5000,11855.000000000
1262,M,47.0000,21194.000000000
1263,M,47.0000,13912.000000000
1264,F,37.0000,17674.000000000
1265,M,27.0000,18238.333333333
1266,M,43.0000,13808.500000000
1267,M,42.0000,21022.000000000
1268,F,37.0000,11607.000000000
1269,F,43.0000,16560.000000000
1270,M,35.5000,18825.500000000
1271,M,37.0000,12453.000000000
1272,M,32.0000,12716.000000000
1273,M,52.0000,22708.000000000
1274,M,47.0000,17033.000000000
1275,M,24.0000,18144.000000000
1276,M,42.0000,12322.000000000
1277,F,27.0000,13078.000000000
1278,M,52.0000,20912.000000000
1279,M,21.5000,14688.500000000
1280,F,52.0000,24369.000000000
1281,M,42.0000,14758.000000000
1282,M,42.0000,12567.000000000
1283,M,42.0000,21600.000000000
1284,M,35.5000,13470.000000000
1285,M,27.0000,14306.000000000
1286,M,52.0000,14946.000000000
1287,M,35.5000,17209.500000000
1288,M,27.0000,18415.000000000
1289,M,33.3333,13346.000000000
1290,M,52.6667,18708.333333333
1291,M,52.0000,20504.000000000
1292,M,32.0000,16248.333333333
1293,F,27.0000,23048.000000000
1294,M,47.0000,15545.000000000
1295,M,37.0000,18833.000000000
1296,M,60.0000,20455.600000000
1298,M,42.0000,13170.000000000
1299,M,42.0000,12386.000000000
1300,M,42.0000,13962.000000000
1301,M,37.0000,22581.500000000
1302,M,42.0000,12212.000000000
1303,F,37.0000,16089.000000000
1304,M,57.0000,15238.666666666
1305,M,60.3333,20541.333333333
1306,M,37.0000,19296.000000000
1307,M,21.0000,19913.000000000
1308,M,27.0000,14986.000000000
1309,M,45.8462,15933.000000000
1310,F,32.0000,18148.000000000
1311,M,32.0000,12831.000000000
1312,M,42.0000,18686.000000000
1313,M,52.0000,14175.000000000
1314,M,42.2857,15784.142857142
1315,M,42.0000,13861.000000000
1316,F,47.0000,18306.000000000
1317,M,52.0000,14283.000000000
1318,F,26.0000,15284.666666666
1319,M,42.0000,15544.500000000
1320,M,47.0000,13280.000000000
1321,M,25.8000,16885.600000000
1322,F,33.0000,18264.500000000
1323,M,50.2000,14568.000000000
1324,M,53.3333,15650.000000000
1325,M,22.5000,13598.500000000
1326,M,23.0000,11984.000000000
1327,M,32.0000,20501.000000000
1328,M,32.0000,10801.000000000
1329,M,27.0000,13054.000000000
1330,M,21.0000,15208.000000000
1331,M,37.0000,17093.000000000
1332,F,21.0000,16690.000000000
1333,M,37.0000,18112.000000000
1334,M,43.6667,12221.666666666
1335,M,27.0000,19006.000000000
1336,M,52.0000,12972.000000000
1337,M,42.0000,15540.000000000
1338,F,32.0000,16455.000000000
1339,M,35.5000,14329.000000000
1340,M,42.0000,14397.000000000
1341,F,21.0000,18696.000000000
1342,M,52.0000,18056.000000000
1343,M,21.0000,15529.000000000
1344,M,42.0000,12289.000000000
1345,M,53.0000,13884.500000000
1346,M,21.0000,14247.000000000
1347,F,42.0000,13679.000000000
1348,M,11.3333,15690.333333333
1349,M,47.0000,14972.000000000
1350,F,42.0000,14713.000000000
1351,M,58.5000,13382.166666666
1352,M,42.0000,16154.000000000
1353,F,30.0000,18333.600000000
1354,F,21.0000,13560.000000000
1355,M,45.5000,13101.500000000
1356,M,42.0000,14160.000000000
1358,F,36.2500,16568.000000000
1359,M,42.0000,16415.000000000
1360,F,43.6667,15662.333333333
1361,M,47.0000,16829.000000000
1362,M,37.0000,20772.000000000
1364,M,42.0000,13817.000000000
1365,F,42.6667,16698.777777777
1366,F,47.0000,17429.333333333
1367,M,16.0000,19823.000000000
1368,M,47.0000,16031.000000000
1369,M,44.5000,11199.000000000
1370,F,47.0000,24268.000000000
1371,M,32.0000,12535.000000000
1372,M,27.0000,14709.000000000
1373,F,57.0000,25000.000000000
1374,M,52.0000,14930.000000000
1375,M,54.0000,16685.200000000
1376,M,37.0000,14982.000000000
1377,M,27.0000,14984.000000000
1378,F,32.0000,15527.000000000
1379,F,32.0000,20285.000000000
1380,M,47.0000,17318.000000000
1381,M,57.0000,13743.000000000
1382,F,42.0000,18108.000000000
1383,F,42.0000,20708.000000000
1384,M,27.0000,13458.000000000
1385,M,52.0000,15795.200000000
1386,F,27.0000,15523.000000000
1387,F,37.0000,19799.000000000
1388,M,45.0000,12846.000000000
1389,M,52.0000,14084.000000000
1390,M,47.0000,14068.000000000
1391,M,37.0000,11715.000000000
1392,M,37.0000,19417.000000000
1393,F,25.5000,14139.000000000
1394,M,32.0000,12296.000000000
1395,F,52.0000,21586.000000000
1396,M,21.0000,14439.000000000
1397,F,42.0000,18152.000000000
1398,M,42.0000,20464.000000000
1399,F,21.0000,14984.000000000
1400,M,37.0000,17723.000000000
1401,M,21.0000,19721.000000000
1402,F,37.0000,21198.000000000
1403,M,52.0000,16295.666666666
1404,M,52.0000,13800.000000000
1405,F,25.5000,16565.000000000
1406,F,32.0000,23315.000000000
1407,M,47.0000,21335.000000000
1408,F,37.0000,19250.000000000
1409,M,62.0000,18157.000000000
1410,M,37.0000,25280.000000000
1412,F,32.0000,16135.000000000
1413,F,39.3333,15209.333333333
1414,F,32.0000,14862.000000000
1415,F,27.0000,15359.000000000
1416,M,32.0000,15950.000000000
1417,M,37.0000,16512.000000000
1418,F,37.0000,19851.000000000
1419,F,36.1429,18108.571428571
1420,F,42.0000,19981.000000000
1421,F,32.0000,18037.500000000
1422,M,52.0000,19888.000000000
1423,M,47.0000,13160.000000000
1424,M,47.0000,13235.000000000
1425,M,42.0000,15967.000000000
1426,M,28.6667,23782.333333333
1427,M,32.6667,14096.000000000
1428,M,45.5000,16664.000000000
1429,F,37.0000,17715.000000000
1430,M,35.5000,17317.500000000
1431,M,32.0000,15898.000000000
1432,M,47.0000,13753.000000000
1433,M,37.8000,16872.000000000
1434,M,51.6250,17200.125000000
1435,M,27.0000,15254.000000000
1436,F,38.6667,16587.333333333
1437,M,47.0000,15133.000000000
1438,M,42.0000,14071.000000000
1439,F,32.0000,15214.000000000
1440,F,57.0000,20042.000000000
1441,F,32.0000,17273.000000000
1442,F,35.0000,11351.000000000
1443,M,37.0000,21600.000000000
1444,M,21.0000,21824.000000000
1445,M,54.1818,13504.181818181
1446,M,40.0000,17579.000000000
1447,M,48.0000,19039.000000000
1448,M,42.0000,23201.000000000
1449,M,57.0000,18676.000000000
1450,F,33.0000,13586.000000000
1451,M,18.0000,18201.000000000
1452,M,42.0000,15999.000000000
1453,M,47.0000,18577.000000000
1454,M,52.0000,13558.000000000
1455,M,52.0000,22318.000000000
1456,F,37.0000,15962.000000000
1457,M,45.0000,13873.500000000
1458,F,27.0000,16661.000000000
1459,F,42.0000,14998.000000000
1460,M,37.0000,14168.000000000
1461,M,62.0000,16346.000000000
1462,M,47.0000,18066.333333333
1463,F,33.0000,16160.500000000
1464,F,21.0000,16842.500000000
1465,F,26.2500,16596.250000000
1466,F,21.0000,17019.000000000
1467,M,32.0000,13708.000000000
1468,F,16.0000,19499.000000000
1469,M,47.0000,12351.000000000
1470,M,42.0000,15081.000000000
1471,M,47.0000,16924.000000000
1472,M,52.0000,15992.000000000
1473,F,21.0000,15146.000000000
1474,F,47.0000,16959.000000000
1475,M,32.0000,18271.500000000
1476,F,57.0000,16230.250000000
1477,M,22.3333,18403.000000000
1478,M,38.6667,17396.000000000
1479,M,47.0000,17341.000000000
1480,M,48.7143,15831.000000000
1481,M,27.0000,12189.000000000
1482,M,52.0000,11552.000000000
1483,M,37.0000,13113.000000000
1484,F,27.0000,24609.000000000
1485,M,40.3333,15512.000000000
1486,M,16.6667,11820.333333333
1487,M,27.0000,16820.000000000
1488,F,45.4000,20515.400000000
1489,M,32.0000,12712.000000000
1490,F,33.0000,15904.500000000
1491,M,27.0000,16959.000000000
1492,F,27.2000,15232.600000000
1493,F,36.0000,15874.666666666
1494,M,21.0000,19760.000000000
1495,F,27.0000,18122.000000000
1496,M,21.0000,15285.000000000
1497,M,32.0000,18971.750000000
1498,M,37.0000,21600.000000000
1499,M,42.0000,13163.000000000
1500,M,52.3333,13108.833333333
1501,F,56.0000,15842.000000000
1502,F,24.5000,17710.000000000
1503,M,37.0000,9104.000000000
1504,M,32.0000,21093.000000000
1505,F,21.0000,21488.000000000
1506,M,27.0000,13161.000000000
1507,M,47.0000,24821.000000000
1508,M,52.0000,16244.000000000
1509,M,37.0000,19327.500000000
1511,F,27.0000,18263.000000000
1512,F,27.0000,21457.250000000
1513,M,27.0000,16079.000000000
1515,M,32.0000,13831.000000000
1516,M,42.0000,17627.000000000
1517,M,47.0000,12800.000000000
1518,M,36.7500,15368.750000000
1519,M,36.2500,16952.750000000
1520,M,34.8000,17192.800000000
1521,M,52.0000,19069.000000000
1522,F,29.5000,15355.000000000
1523,F,33.0000,14891.500000000
1524,M,27.0000,12512.000000000
1525,M,42.0000,18004.000000000
1526,M,28.6667,15643.000000000
1527,M,45.5000,12185.000000000
1528,M,37.0000,13586.000000000
1529,M,42.0000,11825.000000000
1530,F,42.0000,25975.000000000
1531,M,37.0000,13525.000000000
